in: U-value (wall),in: Fin Depth,in: Distance btw fins,in: Shading type,in: Orientation,in: Orientation angle,in: g-value,in: Transmittance,in: U-value (window),in: Glazing ratio,in: Window height,in: Sill height,out: Cooling (kWh/m2.year),out: Heating (kWh/m2.year),out: Lighting (kWh/m2.year),out: Total (kWh/m2.year),out: Dissatisfied (% users),out: Cooling Load (W/m2),out: Heating Load (W/m2)
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.6,1.5,1,7.517564,19.642778,3.5246,70.672958,25.533606,99.771904,22.555141
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.8,1.5,1,9.164114,16.329045,3.68485,70.057547,27.679541,114.170077,20.802437
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.4,1.5,1,5.586374,23.524663,4.6236,72.649512,23.234387,82.35097,24.097008
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.6,1.5,1,6.818211,20.273395,3.4682,70.197757,24.278461,94.041093,22.423497
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.8,1.5,1,8.15315,17.221794,3.5429,69.242923,25.84959,105.066851,20.635853
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.4,1.5,1,5.22099,23.986095,5.15025,73.042126,22.814006,76.890373,23.994368
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.6,1.5,1,6.279703,20.661512,3.7823,70.015457,23.418526,87.410287,22.310854
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.8,1.5,1,7.364937,17.617671,3.7365,68.579187,24.272575,96.903012,20.498435
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.4,1.5,1,5.272084,24.02098,5.02245,73.009697,22.97055,77.842138,24.223212
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.6,1.5,1,6.223307,20.789208,3.79085,69.981116,23.509316,85.021915,22.555141
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.8,1.5,1,7.341953,17.782626,3.66825,68.577068,24.57298,94.712302,20.802437
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.4,1.5,1,4.885026,24.474828,5.40315,73.147295,22.649915,70.51125,24.097008
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.6,1.5,1,5.682692,21.398309,3.85195,69.779523,22.767929,79.448869,22.423497
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.8,1.5,1,6.621166,18.362093,3.7574,68.13684,23.22833,87.362495,20.635853
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.4,1.5,1,4.691769,24.871394,5.895,73.757787,22.444743,70.88077,23.994368
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.6,1.5,1,5.314733,21.858704,4.01475,69.845164,22.29719,76.131732,22.310854
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.8,1.5,1,6.039905,18.801479,4.08415,67.965081,22.244357,81.00824,20.498435
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,3,1,6.181542,45.709921,4.7324,96.809913,29.523743,117.899929,41.025938
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,3,1,7.283458,36.618475,3.7527,88.272617,29.808622,123.441241,35.94935
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,3,1,8.48149,28.286144,3.6717,81.577406,30.212579,128.793094,30.590046
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,3,1,5.592136,46.758668,4.97965,97.117597,28.986955,108.372199,40.677814
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,3,1,6.655505,37.616984,4.0543,88.59287,28.919358,117.615361,35.650755
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,3,1,7.337622,29.448092,3.65195,80.874249,28.390838,117.260422,30.238112
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,3,1,5.071342,47.719566,5.10715,97.453636,28.572665,104.884248,40.422258
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,3,1,5.993794,38.672751,4.00585,88.549211,28.183274,111.155687,35.421524
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,3,1,6.503629,30.29224,3.8759,80.615343,27.049791,108.152563,29.982392
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,3,1,5.558525,46.995803,5.4245,97.705196,28.974399,105.985866,41.025938
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,3,1,6.24301,38.230292,4.07825,88.522283,28.433521,111.619833,35.94935
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,3,1,6.873385,30.216834,3.4888,80.656777,27.884101,109.79255,30.590046
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,3,1,5.060654,47.849496,5.5774,97.889051,28.644009,100.096243,40.677814
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,3,1,5.674234,39.267761,4.008,88.569127,27.860533,105.292353,35.650755
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,3,1,5.989869,31.190995,3.7554,80.500297,26.627641,100.081271,30.238112
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,3,1,4.627741,48.840925,5.73205,98.443821,28.409622,98.003648,40.422258
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,3,1,5.194017,40.184496,4.4579,89.170886,27.424488,99.014746,35.421524
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,3,1,5.346749,32.200643,3.8674,80.560602,25.833326,92.317214,29.982392
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,1,5.188491,47.777053,5.6349,98.07899,28.816946,100.877432,41.025938
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,1,5.628663,39.472307,4.1785,88.800662,27.960099,101.768291,35.94935
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,1,6.07792,31.467375,3.8555,81.003619,26.951639,100.439608,30.590046
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,1,4.772652,48.703355,5.80405,98.508511,28.609021,96.208786,40.677814
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,1,5.25307,40.29044,4.77005,89.650179,27.530296,99.546814,35.650755
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,1,5.314955,32.632701,3.86005,80.928423,26.031496,91.994244,30.238112
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,1,4.417512,49.604112,6.1949,99.285716,28.461043,94.778415,40.422258
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,1,4.807901,41.161595,4.93695,90.000692,27.244473,94.139544,35.421524
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,1,4.726229,33.415741,4.0795,81.019422,25.53397,87.155736,29.982392
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,1,6.495218,41.622731,4.7324,93.104795,29.129464,118.774157,38.674134
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,1,7.942903,30.807185,3.7527,83.371439,29.591191,125.088585,32.331123
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,1,9.626465,21.338889,3.6717,76.13721,30.258687,131.454545,25.65146
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,1,5.876669,42.651231,4.97965,93.357135,28.484944,109.130697,38.357192
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,1,7.25233,31.743492,4.0543,83.526975,28.506094,119.039594,32.079238
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,1,8.376115,22.324947,3.65195,75.160935,28.131343,119.546375,25.365585
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,1,5.319483,43.60506,5.10715,93.621822,27.959151,105.501256,38.127562
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,1,6.532908,32.70317,4.00585,83.276539,27.570901,112.468393,31.884501
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,1,7.445332,23.012501,3.8759,74.603151,26.432227,110.036166,25.163506
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,1,6.155783,42.320755,5.4245,93.911168,28.774438,111.037792,38.674134
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,1,7.31963,31.640376,4.07825,83.521197,28.671714,118.972408,32.331123
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,1,8.614983,22.284697,3.4888,75.301519,28.745271,120.294888,25.65146
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,1,5.570657,43.263058,5.5774,94.031475,28.245229,104.548665,38.357192
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,1,6.601675,32.706457,4.008,83.379495,27.736568,112.420114,32.079238
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,1,7.513989,23.136916,3.7554,74.712061,26.803781,109.989253,25.365585
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,1,5.087643,44.279584,5.73205,94.544053,27.848508,102.099353,38.127562
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,1,6.031889,33.627166,4.4579,83.8284,26.973291,105.583433,31.884501
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,1,6.672853,24.011827,3.8674,74.34052,25.373132,101.304359,25.163506
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,1,5.439154,43.585043,5.6349,94.154338,28.196791,101.083955,38.674134
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,1,6.116529,33.35352,4.1785,83.313175,27.179707,102.26295,32.331123
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,1,6.936297,23.792881,3.8555,74.449641,26.079575,101.357784,25.65146
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,1,5.002771,44.503464,5.80405,94.561426,27.911465,96.355919,38.357192
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,1,5.703139,34.154042,4.77005,84.074497,26.579179,99.949768,32.079238
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,1,6.087955,24.740332,3.86005,74.039101,24.752369,92.706139,25.365585
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,1,4.641177,45.393634,6.1949,95.345945,27.69747,94.893887,38.127562
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,1,5.231653,34.998603,4.93695,84.325089,26.12705,94.422503,31.884501
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,1,5.447264,25.384709,4.0795,73.938784,23.910125,87.70163,25.163506
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,3,1,6.033162,25.972276,4.7324,76.059821,24.90533,91.719812,26.610053
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,3,1,7.44159,23.947852,3.7527,75.333499,27.090401,107.401659,26.24675
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,3,1,8.793875,22.254913,3.6717,75.719217,29.187364,122.116777,25.766809
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,3,1,5.475284,26.721309,4.97965,76.102518,24.287726,82.598066,26.396924
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,3,1,6.82545,24.672318,4.0543,75.395926,26.13489,102.521658,26.029695
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,3,1,7.715702,23.173812,3.65195,74.925416,27.371274,111.307422,25.492822
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,3,1,5.001542,27.39158,5.10715,76.184008,23.809799,80.125737,26.235355
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,3,1,6.21419,25.416791,4.00585,75.134468,25.3191,96.866289,25.865723
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,3,1,6.858794,23.803971,3.8759,74.399774,25.8676,102.245174,25.284589
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,3,1,5.270952,27.129022,5.4245,76.594857,24.13205,78.880278,26.610053
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,3,1,6.222111,25.2496,4.07825,74.982336,25.294221,94.773842,26.24675
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,3,1,7.081591,23.886837,3.4888,74.405763,26.525068,102.53835,25.766809
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,3,1,4.807287,27.704221,5.5774,76.532337,23.78907,73.547609,26.396924
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,3,1,5.691994,26.069204,4.008,74.902146,24.716796,89.426327,26.029695
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,3,1,6.265892,24.558897,3.7554,74.026246,25.218112,93.574287,25.492822
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,3,1,4.488385,28.395029,5.73205,76.954826,23.561049,72.637686,26.235355
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,3,1,5.273458,26.776809,4.4579,75.379412,24.254551,84.136046,25.865723
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,3,1,5.614918,25.38169,3.8674,73.902404,24.309245,85.931273,25.284589
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,1,4.808833,27.866951,5.6349,76.777133,23.944458,73.220617,26.610053
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,1,5.51755,26.358509,4.1785,75.021601,24.658829,84.245672,26.24675
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,1,6.205183,24.919398,3.8555,74.375257,25.375421,92.691865,25.766809
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,1,4.451352,28.507269,5.80405,76.999948,23.739842,69.161383,26.396924
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,1,5.187864,27.017376,4.77005,75.787071,24.24448,82.976269,26.029695
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,1,5.501577,25.845326,3.86005,74.170736,24.433775,85.011867,25.492822
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,1,4.214176,29.088236,6.1949,77.660932,23.642889,69.008605,26.235355
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,1,4.787455,27.676562,4.93695,75.923699,23.941784,78.552422,25.865723
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,1,4.938874,26.4792,4.0795,74.16809,23.830136,80.478448,25.284589
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,1,6.509452,22.237776,4.7324,72.953619,24.357566,92.646932,24.095519
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,1,8.284004,18.690622,3.7527,71.161233,26.815314,109.195519,22.456874
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,1,10.110853,15.648567,3.6717,70.897513,29.200925,124.877331,20.707437
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,1,5.906735,22.889548,4.97965,72.807319,23.569707,83.367259,23.914762
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,1,7.643799,19.337595,4.0543,71.134669,25.658492,104.1453,22.287702
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,1,8.926898,16.42176,3.65195,69.794876,27.081726,113.699404,20.500614
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,1,5.418992,23.518368,5.10715,72.865919,22.939937,80.762414,23.78003
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,1,6.981685,20.007554,4.00585,70.773689,24.613859,98.265477,22.15909
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,1,7.975055,16.948087,3.8759,69.034706,25.230762,104.363536,20.346788
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,1,6.056059,22.820728,5.4245,73.410023,23.76052,84.250593,24.095519
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,1,7.55306,19.357374,4.07825,71.030833,25.565588,102.36182,22.456874
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,1,9.01146,16.455218,3.4888,69.759415,27.431235,113.084159,20.707437
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,1,5.505324,23.391381,5.5774,73.263945,23.148865,78.069868,23.914762
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,1,6.886494,20.118937,4.008,70.72285,24.567733,96.596167,22.287702
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,1,7.977043,17.120705,3.7554,69.073367,25.477775,103.492107,20.500614
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,1,5.133532,24.081469,5.73205,73.587979,22.697954,76.714185,23.78003
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,1,6.349424,20.759706,4.4579,70.92265,23.706445,90.745102,22.15909
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,1,7.138505,17.804825,3.8674,68.547672,23.907839,95.040385,20.346788
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,1,5.210563,23.854211,5.6349,73.303011,22.961876,73.42183,24.095519
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,1,6.171836,20.699239,4.1785,70.20043,23.59159,84.7383,22.456874
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,1,7.23422,17.791124,3.8555,68.600262,24.360528,93.607982,20.707437
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,1,4.819051,24.445823,5.80405,73.421711,22.643363,69.242291,23.914762
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,1,5.83471,21.288367,4.77005,70.890985,22.973243,83.375672,22.287702
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,1,6.444558,18.504845,3.86005,68.112832,22.997138,85.742419,20.500614
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,1,4.567257,24.988107,6.1949,74.00864,22.444689,69.043731,23.78003
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,1,5.403255,21.8669,4.93695,70.963113,22.469988,78.860885,22.15909
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,1,5.837363,19.008675,4.0795,67.895721,22.011817,81.043651,20.346788
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,1.5,0,6.764994,44.524051,9.6863,101.354357,29.399267,116.024315,41.336353
